
HORA INICIO DE MEDICION:  Fri Oct  7 11:23:26 2022

HORA FIN DE MEDICION: Fri Oct  7 11:28:26 2022
 

Parametros del experimento: 
Nº Usuarios: 500; Tpo. Reflex (seg): 2.000000; IP servidor: 192.168.203.244; Transitorio (seg): 60; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
279;32;0.783982;256640.000000;260165.687500
279;33;2.833003;260955.281250;264464.625000
279;34;3.500018;267301.031250;272396.187500
279;35;1.627377;275908.468750;279525.812500
279;36;5.314765;281154.812500;285262.906250
279;37;1.346470;290582.968750;295201.937500
279;38;0.327909;296549.843750;300553.750000
279;39;1.404628;300881.687500;305461.406250
279;40;3.759968;306875.750000;311506.625000
279;41;4.028860;315277.718750;318236.437500
279;42;1.011626;322275.781250;327199.343750
279;43;0.858896;328214.812500;331800.375000
279;44;1.164495;332672.468750;336167.500000
279;45;0.172852;337339.406250;340883.375000
279;46;1.891392;341055.687500;344703.843750
279;47;1.567415;346609.093750;351894.656250
279;48;0.127259;353473.843750;357459.156250
280;0;0.188217;62313.921875;65864.757813
280;1;0.673543;66064.226563;69618.593750
280;2;5.233748;70299.820313;74447.320313
280;3;0.473681;79688.781250;84180.250000
280;4;1.611192;84662.343750;88295.695313
280;5;14.802890;89920.210938;93845.242188
280;6;1.716506;108648.640625;112224.007813
280;7;1.814626;113947.757813;118438.734375
280;8;0.697188;120257.507813;123699.960938
280;9;0.999818;124404.937500;128894.703125
280;10;1.881986;129907.109375;133466.734375
280;11;2.060350;135361.609375;139381.750000
280;12;0.791312;141454.875000;145454.078125
280;13;5.410128;146249.750000;149752.593750
280;14;1.917650;155168.531250;159959.593750
280;15;0.285361;161887.500000;165604.968750
280;16;0.346548;165903.250000;169897.671875
280;17;0.056204;170244.875000;173750.656250
280;18;0.132078;173807.015625;177282.500000
280;19;0.167403;177421.906250;181536.562500
280;20;0.004950;181718.562500;185424.234375
280;21;3.059781;185432.046875;188951.437500
280;22;4.901119;192018.640625;196678.640625
280;23;0.592138;201582.703125;205655.421875
280;24;0.144899;206251.812500;210244.734375
280;25;1.311123;210399.828125;214420.625000
280;26;0.136386;215735.796875;219292.421875
280;27;0.538774;219440.031250;223989.062500
280;28;0.744272;224536.390625;228547.968750
280;29;2.739117;229304.359375;232439.625000
280;30;2.551992;235193.406250;239637.531250
280;31;2.318638;242199.937500;246249.531250
280;32;1.106986;248576.968750;251987.140625
280;33;4.274403;253104.312500;256906.437500
280;34;0.589924;261189.656250;265815.437500
280;35;0.232494;266410.156250;271274.781250
280;36;1.387943;271516.062500;276129.031250
280;37;0.816768;277523.375000;281538.531250
280;38;2.457402;282362.312500;285968.250000
280;39;2.943446;288437.843750;292410.375000
280;40;0.246460;295359.437500;298496.812500
280;41;2.823965;298750.000000;301578.187500
280;42;1.230246;304415.187500;308875.906250
280;43;0.026234;310108.125000;314645.625000
280;44;0.593369;314683.125000;318621.281250
280;45;2.004369;319226.812500;323183.000000
280;46;0.497178;325196.687500;329935.468750
280;47;2.397212;330439.562500;334648.031250
280;48;4.282178;337057.968750;341132.812500
280;49;6.360935;345420.656250;349366.781250
280;50;4.442134;355734.968750;359748.625000
281;0;2.666733;61892.105469;65476.808594
281;1;0.173518;68153.898438;72779.218750
281;2;4.768330;72966.812500;77142.765625
281;3;1.029010;81921.507813;86048.078125
281;4;3.481836;87080.156250;90973.984375
281;5;4.763039;94462.523438;98060.718750
281;6;4.756445;102835.046875;107236.539063
281;7;2.893289;111997.929688;115353.882813
281;8;0.762598;118249.500000;121841.406250
281;9;2.439960;122604.601563;126082.367188
281;10;2.108462;128531.203125;132680.328125
281;11;0.568803;134798.796875;138282.203125
281;12;0.867636;138863.593750;142909.765625
281;13;0.592548;143781.921875;148389.687500
281;14;2.440787;148988.312500;154453.562500
281;15;5.296572;156909.156250;160329.625000
281;16;4.267173;165637.703125;169583.937500
281;17;2.071840;173855.812500;178398.171875
281;18;1.397987;180477.078125;184022.906250
281;19;6.133544;185432.046875;190035.765625
281;20;1.947810;196171.734375;200244.156250
281;21;3.003643;202192.484375;205886.609375
281;22;2.144340;208899.031250;213423.031250
281;23;9.078488;215571.578125;218591.687500
281;24;1.600837;227681.609375;231277.687500
281;25;0.634856;232891.500000;236359.609375
281;26;0.365803;237004.031250;241531.906250
281;27;7.666643;241902.625000;245528.359375
281;28;1.542051;253198.078125;256727.578125
281;29;5.416528;258273.187500;262228.843750
281;30;4.116308;267660.437500;271113.156250
281;31;0.294888;275236.468750;279288.031250
281;32;0.479801;279589.406250;283087.593750
281;33;1.492267;283572.250000;288310.875000
281;34;0.013228;289816.625000;294520.843750
281;35;2.308352;294540.375000;298061.000000
281;36;2.173983;300381.687500;303946.781250
281;37;0.147197;306121.625000;309027.968750
281;38;0.398387;309185.187500;312634.968750
281;39;0.611352;313047.250000;316660.593750
281;40;0.074049;317279.468750;321248.000000
281;41;0.970649;321331.906250;325586.312500
281;42;2.077523;326565.750000;330179.812500
281;43;1.475731;332265.718750;335289.187500
281;44;2.259779;336776.687500;340406.593750
281;45;0.149630;342669.437500;346184.812500
281;46;0.404355;346343.500000;351371.156250
281;47;3.527961;351784.687500;355757.875000
282;0;1.508811;60059.390625;64648.730469
282;1;4.198271;66157.953125;69711.515625
282;2;1.153816;73920.421875;77418.093750
282;3;0.607627;78575.492188;82173.351563
282;4;3.376745;82780.945313;86298.867188
282;5;6.123086;89685.750000;93140.929688
282;6;0.076838;99265.304688;102230.171875
282;7;0.244666;102317.773438;106432.070313
282;8;4.809141;106688.312500;110729.703125
282;9;4.332135;115545.992188;119553.960938
282;10;0.125633;123901.125000;127493.539063
282;11;0.411765;127622.281250;132212.421875
282;12;1.294964;132629.125000;137093.781250
282;13;0.553531;138391.250000;142579.000000
282;14;1.989295;143138.625000;145994.812500
282;15;0.281072;147992.828125;151974.734375
282;16;7.644203;152257.140625;155738.312500
282;17;3.702016;163387.625000;166975.375000
282;18;0.359364;170682.875000;174175.703125
282;19;1.606280;174544.359375;178714.937500
282;20;1.518699;180335.375000;184771.812500
282;21;0.134166;186296.093750;189960.718750
282;22;3.734926;190105.156250;194822.375000
282;23;1.285192;198569.453125;202643.515625
282;24;3.841195;203937.453125;208498.046875
282;25;4.428677;212343.359375;216315.734375
282;26;3.649856;220753.093750;224697.437500
282;27;1.623524;228359.078125;232414.015625
282;28;13.572518;234049.093750;237055.359375
282;29;1.612149;250630.562500;254617.250000
282;30;2.696360;256230.984375;260352.578125
282;31;1.970079;263052.562500;266676.468750
282;32;0.281212;268657.750000;272796.843750
282;33;0.241771;273086.937500;277180.031250
282;34;0.486017;277428.906250;281538.343750
282;35;2.051989;282033.625000;285955.312500
282;36;0.052566;288015.875000;292468.500000
282;37;3.423861;292527.968750;297226.187500
282;38;0.719804;300662.937500;304127.375000
282;39;2.117063;304852.718750;308422.093750
282;40;1.535069;310545.750000;314899.593750
282;41;1.755765;316435.250000;321020.437500
282;42;0.833550;322779.781250;326670.281250
282;43;4.368675;327504.437500;331122.500000
282;44;2.642337;335492.062500;339093.062500
282;45;1.149366;341743.937500;346327.531250
282;46;0.017225;347485.875000;351005.531250
282;47;1.484815;351032.468750;355167.593750
283;0;0.963127;63720.839844;68241.804688
283;1;3.042383;69205.742188;72250.976563
283;2;0.144440;75295.570313;80046.875000
283;3;0.328700;80206.320313;83800.406250
283;4;0.869710;84141.343750;87239.656250
283;5;0.107002;88121.609375;92197.640625
283;6;1.916377;92312.234375;95880.843750
283;7;2.568017;97811.437500;100675.835938
283;8;0.305597;103256.992188;107179.617188
283;9;2.840566;107485.250000;111578.250000
283;10;1.491366;114432.289063;119061.523438
283;11;0.367343;120554.843750;125143.398438
283;12;1.481099;125522.007813;129516.195313
283;13;2.937869;131002.398438;134546.953125
283;14;0.245977;137499.593750;142101.953125
283;15;0.571076;142353.671875;146326.906250
283;16;1.616390;146911.500000;150495.828125
283;17;0.951896;152116.515625;156426.578125
283;18;1.920040;157377.859375;161069.578125
283;19;1.207790;162996.968750;166573.093750
283;20;2.636398;167789.750000;171743.937500
283;21;2.452195;174387.203125;178477.921875
283;22;0.791584;180937.656250;184673.812500
283;23;1.042841;185478.953125;189198.640625
283;24;0.302684;190245.828125;194001.765625
283;25;0.301761;194305.359375;198816.546875
283;26;2.255061;199118.312500;203145.968750
283;27;1.552238;205406.921875;208387.062500
283;28;3.250994;209946.656250;213514.718750
283;29;0.301761;216771.890625;220711.343750
283;30;0.393253;221018.765625;224921.406250
283;31;0.267979;225322.000000;229489.328125
283;32;6.992893;229759.515625;233837.046875
283;33;0.621986;240832.140625;244959.156250
283;34;2.599115;245588.093750;248641.578125
283;35;0.590743;251255.609375;254684.000000
283;36;1.566614;255277.765625;258850.953125
283;37;2.928345;260419.296875;264490.500000
283;38;0.476777;267426.000000;271323.718750
283;39;4.100596;271812.937500;275839.843750
283;40;0.941803;279948.843750;284533.375000
283;41;1.679273;285488.281250;288969.031250
283;42;5.091810;290661.187500;294306.968750
283;43;1.108897;299406.343750;303229.593750
283;44;2.081321;304352.687500;308319.281250
283;45;0.009483;310405.093750;314438.125000
283;46;2.426772;314448.156250;318460.593750
283;47;0.666205;320900.031250;325502.781250
283;48;0.093398;326175.093750;330927.156250
283;49;0.357539;331022.218750;335076.750000
283;50;0.845717;335445.250000;339089.875000
283;51;1.174024;339939.250000;343464.343750
283;52;7.243622;344641.937500;348642.375000
283;53;0.306309;355891.218750;359937.031250
284;0;0.129993;60184.398438;63680.402344
284;1;2.969677;63814.683594;67863.031250
284;2;3.519430;70847.195313;75287.843750
284;3;2.192530;78809.929688;82666.875000
284;4;7.070931;84865.523438;88924.195313
284;5;1.993756;95999.953125;100586.031250
284;6;0.801674;102583.390625;106618.703125
284;7;1.304082;107422.718750;111567.664063
284;8;5.498782;112880.492188;117606.929688
284;9;1.110067;123120.203125;126637.460938
284;10;0.350908;127762.898438;131939.546875
284;11;1.302910;132300.468750;135250.062500
284;12;0.092886;136560.312500;139910.171875
284;13;0.040758;140006.562500;144135.062500
284;14;4.033441;144180.093750;148768.031250
284;15;0.272240;152808.593750;157543.687500
284;16;0.217671;157831.015625;161960.609375
284;17;5.276833;162184.375000;166101.140625
284;18;1.945064;171386.906250;175502.312500
284;19;0.571807;177453.171875;180927.625000
284;20;0.214339;181499.750000;185161.328125
284;21;0.658640;185384.156250;188888.953125
284;22;0.486796;189557.343750;193802.046875
284;23;1.140710;194289.781250;197811.421875
284;24;4.211762;198961.687500;202461.484375
284;25;0.512655;206673.718750;210706.828125
284;26;2.514733;211228.609375;214283.328125
284;27;1.164495;216805.625000;221293.109375
284;28;3.230016;222472.484375;227193.734375
284;29;0.580518;230436.500000;234052.531250
284;30;0.975316;234646.062500;238176.203125
284;31;3.162724;239160.671875;242602.390625
284;32;3.521559;245775.593750;249314.796875
284;33;0.957110;252838.734375;257068.468750
284;34;7.176276;258038.406250;261971.296875
284;35;0.776408;269150.187500;272757.593750
284;36;3.052747;273540.781250;277101.562500
284;37;2.522043;280154.250000;283631.375000
284;38;5.366785;286167.406250;289756.281250
284;39;3.592021;295124.656250;299655.062500
284;40;0.421764;303249.656250;305709.312500
284;41;0.757688;306137.187500;309079.593750
284;42;2.470374;309842.500000;314359.031250
284;43;2.209224;316841.937500;321255.031250
284;44;1.460344;323469.531250;327064.406250
284;45;3.585046;328527.375000;332086.593750
284;46;2.123583;335681.937500;339297.875000
284;47;0.767788;341431.375000;346047.937500
284;48;0.362142;346824.968750;351073.562500
284;49;5.600565;351440.906250;356436.312500
285;0;0.115714;60623.816406;64756.246094
285;1;1.006167;64882.113281;68899.570313
285;2;0.722255;69909.140625;73460.054688
285;3;0.655927;74186.156250;77626.406250
285;4;0.786784;78293.742188;82288.679688
285;5;1.548130;83077.890625;86143.859375
285;6;1.462879;87699.679688;92845.281250
285;7;0.445417;94316.343750;97745.976563
285;8;0.850567;98202.757813;102186.976563
285;9;2.304484;103038.164063;106597.992188
285;10;3.206524;108914.289063;112356.906250
285;11;0.415593;115577.234375;120084.312500
285;12;7.383076;120507.976563;123527.140625
285;13;3.140005;130924.273438;134901.296875
285;14;0.395558;138046.984375;141630.359375
285;15;4.173033;142025.562500;144943.062500
285;16;1.779102;149130.000000;153865.109375
285;17;1.034019;155658.859375;160398.375000
285;18;1.432292;161434.312500;164982.859375
285;19;3.128595;166423.281250;170671.296875
285;20;4.181904;173806.968750;177936.437500
285;21;0.336557;182118.437500;185601.812500
285;22;0.689505;185948.125000;189991.656250
285;23;2.613494;190684.265625;194304.984375
285;24;0.167469;196924.062500;201592.734375
285;25;4.870917;201770.171875;205402.515625
285;26;1.977776;210274.796875;214318.703125
285;27;2.714776;216298.765625;220903.078125
285;28;1.102214;223629.984375;228241.140625
285;29;0.951208;229351.781250;232909.093750
285;30;3.241403;233861.046875;237915.031250
285;31;0.775149;241168.203125;244714.890625
285;32;5.286249;245494.281250;249424.984375
285;33;1.405984;254713.921875;258245.531250
285;34;1.026765;259653.562500;263726.750000
285;35;4.154432;264756.281250;268392.687500
285;36;0.871502;272547.375000;276041.531250
285;37;1.650926;276924.843750;280466.968750
285;38;1.337754;282127.343750;286146.375000
285;39;0.210538;287484.593750;291401.093750
285;40;1.227425;291615.031250;295374.625000
285;41;0.459115;296612.375000;300223.625000
285;42;2.953844;300694.187500;304145.906250
285;43;0.808612;307113.250000;310712.406250
285;44;0.811541;311530.593750;314899.562500
285;45;0.967578;315715.500000;320471.312500
285;46;0.609364;321441.250000;325061.000000
285;47;1.284611;325682.000000;329386.093750
285;48;8.598206;330674.437500;333726.968750
285;49;1.139738;342337.750000;346478.656250
285;50;0.895999;347626.500000;352817.000000
285;51;1.773316;353723.875000;356897.531250
286;0;4.476749;66048.609375;70073.250000
286;1;2.276855;74561.109375;77629.937500
286;2;1.183928;79907.460938;84082.648438
286;3;2.457402;85271.734375;88779.671875
286;4;5.059377;91248.742188;95220.843750
286;5;2.828228;100281.039063;103342.921875
286;6;5.702518;106185.000000;109182.835938
286;7;1.147306;114887.601563;118305.796875
286;8;4.537774;119458.984375;123019.507813
286;9;4.701896;127559.773438;131153.718750
286;10;1.658884;135869.125000;139806.546875
286;11;1.354624;141470.562500;145531.312500
286;12;1.958670;146895.890625;150396.156250
286;13;0.156218;152366.593750;157016.156250
286;14;4.222320;157174.718750;161275.140625
286;15;1.024420;165512.578125;169510.265625
286;16;0.809435;170542.265625;174735.406250
286;17;2.106711;175547.593750;180127.875000
286;18;0.059220;182243.312500;185884.875000
286;19;0.915198;185948.171875;190032.468750
286;20;0.048310;190949.796875;194995.750000
286;21;0.663737;195046.062500;198495.703125
286;22;1.826457;199168.437500;203204.875000
286;23;1.554892;205031.859375;208988.515625
286;24;0.089883;210555.968750;214680.125000
286;25;0.094677;214770.421875;217762.343750
286;26;1.406600;217858.843750;222308.812500
286;27;0.493034;223723.750000;228267.500000
286;28;3.772004;228765.828125;231980.187500
286;29;0.060037;235756.671875;239209.421875
286;30;1.985832;239270.890625;242945.812500
286;31;3.553051;244940.218750;247936.875000
286;32;1.116136;251491.328125;254976.937500
286;33;5.148664;256105.953125;260166.171875
286;34;1.046134;265319.312500;269783.343750
286;35;0.089564;270844.093750;274864.406250
286;36;0.910862;274963.750000;279088.343750
286;37;2.598220;280013.625000;284231.875000
286;38;0.199313;286839.312500;290403.156250
286;39;3.593125;290614.281250;295136.593750
286;40;11.304490;298734.343750;301730.156250
286;41;0.322451;313047.312500;317179.218750
286;42;5.427547;317513.843750;321035.375000
286;43;4.098700;326472.000000;330578.125000
286;44;1.983198;334691.312500;338838.937500
286;45;3.292355;340835.406250;345469.843750
286;46;5.306948;348762.093750;352235.343750
287;0;0.087459;67995.257813;71501.679688
287;1;2.038243;71591.250000;75624.398438
287;2;0.584929;77668.703125;81744.007813
287;3;1.414880;82343.351563;85451.671875
287;4;0.069304;86876.414063;90370.039063
287;5;0.875942;90451.523438;94542.500000
287;6;4.524247;95421.812500;99255.664063
287;7;2.048756;103793.789063;107768.539063
287;8;0.366023;109822.585938;114363.742188
287;9;0.447096;114731.335938;118214.359375
287;10;0.154437;118671.531250;121737.429688
287;11;1.860208;121900.937500;124883.695313
287;12;3.596071;126757.210938;130349.484375
287;13;0.817319;133948.296875;139045.000000
287;14;3.265311;139865.921875;143454.859375
287;15;0.933609;146724.000000;151388.921875
287;16;1.647306;152335.328125;155871.484375
287;17;0.874146;157534.046875;161650.625000
287;18;0.685890;162528.140625;166518.968750
287;19;4.158334;167205.375000;171366.500000
287;20;1.110279;175532.015625;180039.203125
287;21;4.676435;181156.437500;185324.515625
287;22;1.169528;190011.453125;194596.218750
287;23;0.766892;195765.421875;199731.609375
287;24;1.325282;200499.765625;203457.250000
287;25;0.671151;204797.468750;208367.078125
287;26;1.206005;209039.640625;213240.171875
287;27;0.847022;214454.015625;217450.843750
287;28;2.210329;218298.796875;222833.578125
287;29;1.997066;225056.359375;229641.734375
287;30;2.014538;231640.093750;236082.562500
287;31;0.941021;238098.000000;242187.156250
287;32;0.279316;243140.437500;247153.406250
287;33;2.805513;247432.890625;251057.312500
287;34;0.602176;253870.062500;257903.046875
287;35;7.896575;258507.625000;262505.718750
287;36;1.363898;270404.875000;273978.531250
287;37;0.582396;275345.875000;279525.625000
287;38;1.832093;280123.031250;283534.687500
287;39;1.997729;285378.875000;290136.687500
287;40;10.925406;292149.406250;295652.812500
287;41;8.353174;306578.343750;310707.343750
287;42;4.537774;319070.468750;323145.718750
287;43;2.159915;327692.031250;331703.000000
287;44;6.664836;333873.125000;338636.718750
287;45;1.322561;345311.281250;348975.531250
287;46;1.306661;350312.531250;354376.937500
287;47;3.066274;355688.062500;359124.593750
288;0;0.073416;60246.906250;63740.871094
288;1;0.604734;63814.628906;67331.328125
288;2;2.609890;67948.273438;71437.000000
288;3;0.257538;74061.062500;77076.812500
288;4;0.983683;77349.062500;81527.406250
288;5;0.609116;82515.312500;86620.914063
288;6;0.176249;87236.906250;91933.312500
288;7;0.897624;92124.414063;95100.406250
288;8;1.724007;95999.953125;100524.984375
288;9;1.226749;102255.265625;106870.953125
288;10;2.490415;108101.781250;113378.671875
288;11;0.754927;115874.625000;120355.335938
288;12;2.888109;121117.414063;124726.734375
288;13;0.226811;127622.226563;132148.875000
288;14;0.249224;132379.187500;136584.203125
288;15;0.259204;136841.843750;140386.703125
288;16;0.096598;140656.875000;144064.500000
288;17;3.535812;144164.484375;148775.937500
288;18;0.396451;152319.703125;155807.921875
288;19;1.079258;156205.875000;159699.281250
288;20;0.448241;160788.125000;165349.375000
288;21;3.008307;165809.531250;168865.640625
288;22;1.461104;171877.703125;175902.343750
288;23;1.899107;177375.062500;181561.109375
288;24;2.320585;183473.765625;188031.281250
288;25;7.108988;190355.671875;194592.984375
288;26;0.909034;201707.625000;205432.703125
288;27;2.080112;206345.562500;210304.656250
288;28;0.688988;212390.265625;216379.375000
288;29;2.838799;217077.500000;221148.421875
288;30;0.104750;223989.250000;228241.125000
288;31;4.652542;228359.125000;231983.656250
288;32;0.525553;236644.375000;239781.046875
288;33;4.218291;240309.296875;243840.125000
288;34;2.337208;248061.281250;251751.906250
288;35;1.525754;254104.453125;257622.937500
288;36;0.134231;259149.625000;263190.031250
288;37;0.206203;263333.843750;267916.343750
288;38;0.339158;268129.250000;271703.875000
288;39;4.557940;272047.343750;277207.218750
288;40;0.613839;281779.937500;285815.343750
288;41;4.149080;286432.906250;291315.156250
288;42;6.389032;295469.562500;298958.312500
288;43;0.783982;305352.812500;309245.000000
288;44;3.025134;310030.062500;314637.218750
288;45;0.069052;317670.718750;321744.281250
288;46;0.184599;321816.312500;325340.375000
288;47;5.601570;325525.250000;330371.937500
288;48;1.191334;335978.812500;339579.562500
288;49;5.051732;340772.937500;344344.218750
288;50;1.169856;349405.625000;353894.562500
288;51;2.828479;355078.531250;359115.093750
289;0;0.059534;67240.898438;71242.054688
289;1;4.288420;71309.937500;75283.023438
289;2;0.456430;79576.781250;82696.578125
289;3;2.653117;83156.046875;86144.617188
289;4;2.716674;88809.187500;92747.140625
289;5;0.373734;95468.632813;100547.890625
289;6;0.637373;100925.929688;104002.820313
289;7;0.171721;104653.273438;108743.257813
